SkillSid;DefaultLanguage;Languages;SkillTypeCode;SkillLevelCode;SkillTitle_de-CH;SkillDescription_de-CH;IsApproved
BKN_LVb_Pz_Art_Si_Sdt_Fahr_C1_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Sicherungssoldat / Fahrer C1 Männlich;;True
BKN_LVb_Pz_Art_Si_Sdt_Fahr_C1_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Sicherungssoldat / Fahrer C1 Weiblich;;True
BKN_LVb_Pz_Art_Si_Sdt_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Sicherungssoldat Männlich;;True
BKN_LVb_Pz_Art_Si_Sdt_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Sicherungssoldat Weiblich;;True
BKN_LVb_Pz_Art_Si_Sdt_ABC_Spuer_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Sicherungssoldat / ABC Spürer Männlich;;True
BKN_LVb_Pz_Art_Si_SdtABC_Spuer_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Sicherungssoldat / ABC Spürer Weiblich;;True
BKN_LVb_Pz_Art_Si_SdtSpz_Fahr_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Sicherungssoldat / Schützenpanzerfahrer Männlich;;True
BKN_LVb_Pz_Art_Si_SdtSpz_Fahr_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Sicherungssoldat / Schützenpanzerfahrer Weiblich;;True
BKN_LVb_Pz_Art_Uem_Sdt_Fahr_B_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat / Fahrer B Männlich;;True
BKN_LVb_Pz_Art_Uem_Sdt_Fahr_B_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat / Fahrer B Weiblich;;True
BKN_LVb_Pz_Art_Uem_Sdt_Fahr_C1_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat / Fahrer C1 Männlich;;True
BKN_LVb_Pz_Art_Uem_Sdt_Fahr_C1_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat / Fahrer C1 Weiblich;;True
BKN_LVb_Pz_Art_Uem_Sdt_FFZ_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat FFZ Männlich;;True
BKN_LVb_Pz_Art_Uem_Sdt_FFZ_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat FFZ Weiblich;;True
BKN_LVb_Pz_Art_Uem_Sdt_Log_Spez_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat Logistikspezialist Männlich;;True
BKN_LVb_Pz_Art_Uem_Sdt_Log_Spez_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat Logistikspezialist Weiblich;;True
BKN_LVb_Pz_Art_Uem_Sdt_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat Männlich;;True
BKN_LVb_Pz_Art_Uem_Sdt_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat Weiblich;;True
BKN_LVb_Pz_Art_Uem_SdtABC_Spuer_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat / ABC Spürer Männlich;;True
BKN_LVb_Pz_Art_Uem_SdtABC_Spuer_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat / ABC Spürer Weiblich;;True
BKN_LVb_Pz_Art_Uem_SdtRadspz_Fahr_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat Radschützenpanzerfahrer Männlich;;True
BKN_LVb_Pz_Art_Uem_SdtRadspz_Fahr_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat Radschützenpanzerfahrer Weiblich;;True
BKN_LVb_Pz_Art_Uem_SdtSpzFahr_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat Schützenpanzerfahrer Männlich;;True
BKN_LVb_Pz_Art_Uem_SdtSpzFahr_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Übermittlungssoldat Schützenpanzerfahrer Weiblich;;True
BKN_LVb_Pz_Art_Verm_Beob_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Vermesser Beobachter Männlich;;True
BKN_LVb_Pz_Art_Verm_Beob_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Vermesser Beobachter Weiblich;;True
BKN_LVb_Pz_Art_Verm_Flst_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Vermesser Feuerleitstelle Männlich;;True
BKN_LVb_Pz_Art_Verm_Flst_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Vermesser Feuerleitstelle Weiblich;;True
BKN_LVb_Pz_Art_VermSKdt_Fz_Fahr_m;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Vermesser / Schiesskommandantenfahrzeugfahrer Männlich;;True
BKN_LVb_Pz_Art_VermSKdt_Fz_Fahr_w;de-CH;de-CH;BKN;Soldat;BKN LVb Pz Art Vermesser / Schiesskommandantenfahrzeugfahrer Weiblich;;True
